sid,generation,fitness,duration_mean,waiting_mean,time_loss,speed,sin_llegar,trabada,pasos,vehicles
65,5,0.003485369496047497,203.18,76.122,132.9,7.38,0,False,1460,763.0
66,5,0.0035984795540571213,199.093,71.638,128.81,7.45,0,False,1378,763.0
67,6,0.003359002061188221,208.11,81.452,137.8,7.15,0,False,1443,763.0
68,6,0.0035029887221753597,203.367,74.64,133.07,7.4,0,False,1371,763.0
69,6,0.0034101626370102167,206.726,78.65,136.43,7.28,0,False,1421,763.0
70,6,0.003533097682520747,201.456,74.165,131.15,7.37,0,False,1444,763.0
71,6,0.0034390140790492296,203.878,79.003,133.56,7.31,0,False,1451,763.0
72,6,0.003122993279248476,220.342,90.785,150.04,7.03,0,False,1550,763.0
73,6,0.0034952813293784857,203.199,75.364,132.9,7.35,0,False,1510,763.0
74,6,0.003529159352183342,200.374,75.436,130.07,7.46,0,False,1549,763.0
75,6,0.0033213782589882612,209.722,83.052,139.39,7.21,0,False,1512,763.0
76,6,0.0034487310331314802,205.165,77.088,134.88,7.23,0,False,1443,763.0
77,6,0.0033021639101207256,211.493,83.035,141.18,7.17,0,False,1366,763.0
78,7,0.0033715604804456234,208.156,80.402,137.85,7.27,0,False,1412,763.0
79,7,0.003499457612633705,200.775,77.258,130.5,7.35,0,False,1331,763.0
80,7,0.0036035864613950253,197.048,73.139,126.76,7.56,0,False,1345,763.0
81,7,0.003334229113534093,209.115,82.549,138.8,7.18,0,False,1462,763.0
82,7,0.0030834150966256857,222.218,92.817,151.93,7.07,0,False,1505,763.0
83,7,0.0034427165519446135,203.877,78.72,133.54,7.29,0,False,1399,763.0
84,7,0.0035431268624961376,199.679,75.052,129.36,7.43,0,False,1389,763.0
85,7,0.003445502370595932,204.337,78.088,134.03,7.33,0,False,1446,763.0
86,7,0.0033130196388810873,210.646,82.903,140.32,7.08,0,False,1401,763.0
87,7,0.003183233318850398,216.654,88.629,146.37,7.06,0,False,1422,763.0
88,7,0.0034427321515977383,204.135,78.484,133.83,7.25,0,False,1376,763.0
89,8,0.0033805309794843197,207.621,80.173,137.37,7.27,0,False,1412,763.0
90,8,0.0031367873307317495,218.421,91.252,148.12,6.93,0,False,1561,763.0
91,8,0.0034427184145897627,204.902,77.788,134.56,7.29,0,False,1448,763.0
92,8,0.003427175572142005,205.569,78.379,135.28,7.33,0,False,1435,763.0
93,8,0.0035666273906826973,199.202,73.796,128.9,7.47,0,False,1323,763.0
94,8,0.003176129423081875,217.038,88.919,146.74,6.94,0,False,1389,763.0
95,8,0.003295309841632843,211.941,83.201,141.63,7.19,0,False,1451,763.0
96,8,0.0033386980649083853,209.655,81.693,139.37,7.17,0,False,1382,763.0
97,8,0.0034872188698500395,203.058,76.094,132.77,7.39,0,False,1397,763.0
98,8,0.003429481526836753,204.143,79.497,133.83,7.34,0,False,1536,763.0
99,8,0.003452728968113661,204.054,77.793,133.74,7.37,0,False,1436,763.0
100,9,0.003500985912978649,202.786,75.316,132.49,7.37,0,False,1382,763.0
101,9,0.00330947432667017,210.195,83.607,139.89,7.15,0,False,1379,763.0
102,9,0.0032688823994249105,210.806,86.463,140.5,7.22,0,False,1439,763.0
103,9,0.0036973105743527412,192.988,70.435,122.74,7.6,0,False,1369,763.0
104,9,0.003544163890182972,200.577,74.161,130.27,7.48,0,False,1402,763.0
105,9,0.003371272934600711,207.442,81.075,137.16,7.31,0,False,1469,763.0
106,9,0.0033347290009260178,208.195,83.345,137.91,7.39,0,False,1371,763.0
107,9,0.00344754196703434,203.747,78.468,133.5,7.29,0,False,1410,763.0
108,9,0.003469227347522974,203.857,76.72,133.52,7.4,0,False,1456,763.0
109,9,0.0030929020140320063,221.252,92.79,150.93,7.04,0,False,1508,763.0
110,9,0.0036034027580171824,195.148,74.879,124.85,7.58,0,False,1371,763.0
111,10,0.0034554547164589167,202.532,78.969,132.22,7.35,0,False,1530,763.0
112,10,0.0032985738944262266,210.056,84.641,139.75,7.18,0,False,1486,763.0
113,10,0.0031324501615017653,218.389,91.682,148.08,7.0,0,False,1439,763.0
114,10,0.0029168082401156425,231.135,101.55,160.81,6.75,0,False,1604,763.0
115,10,0.0033900367561727762,205.19,81.629,134.89,7.34,0,False,1450,763.0
116,10,0.0033245421946048737,208.997,83.451,138.66,7.14,0,False,1479,763.0
117,10,0.003607324790209532,195.354,74.418,125.05,7.53,0,False,1389,763.0
118,10,0.003366726916283369,207.761,81.148,137.43,7.21,0,False,1473,763.0
119,10,0.00349634001031518,201.442,76.883,131.13,7.43,0,False,1382,763.0
120,10,0.003353838576003909,207.578,82.353,137.28,7.27,0,False,1371,763.0
121,10,0.003766814712435007,190.792,67.895,120.48,7.66,0,False,1387,763.0
