sid,generation,fitness,duration_mean,waiting_mean,time_loss,speed,sin_llegar,trabada,pasos,vehicles
112,5,0.0035812670830637217,200.153,71.889,129.84,7.44,0,False,1483,763.0
113,5,0.003627530764788389,199.003,69.697,128.72,7.47,0,False,1394,763.0
114,5,0.00339788431301713,208.543,77.962,138.25,7.23,0,False,1422,763.0
115,6,0.0037832565139979124,192.309,65.467,122.02,7.67,0,False,1373,763.0
116,6,0.003841073252260685,190.085,63.872,119.79,7.65,0,False,1433,763.0
117,6,0.0036580406595021486,196.866,69.549,126.58,7.46,0,False,1397,763.0
118,6,0.0036793267354369164,196.52,68.426,126.24,7.46,0,False,1350,763.0
119,6,0.0037665064446628094,193.068,65.845,122.79,7.66,0,False,1372,763.0
120,6,0.003698576008901,195.139,68.396,124.85,7.5,0,False,1423,763.0
121,6,0.0038000752683728933,191.509,65.131,121.23,7.61,0,False,1389,763.0
122,6,0.003691574092954397,195.806,68.256,125.5,7.48,0,False,1350,763.0
123,6,0.003456658683717251,205.155,76.493,134.86,7.41,0,False,1462,763.0
124,6,0.0033379634842276573,210.048,81.396,139.73,7.47,0,False,1851,763.0
125,6,0.0036965548060834408,195.52,68.183,125.23,7.49,0,False,1349,763.0
126,6,0.003774228971451521,192.82,65.577,122.54,7.6,0,False,1478,763.0
127,6,0.003803913714364171,191.756,64.664,121.46,7.68,0,False,1372,763.0
128,6,0.0037385979667305946,194.067,66.739,123.75,7.55,0,False,1402,763.0
129,6,0.0037371767684817314,193.972,66.917,123.68,7.53,0,False,1353,763.0
130,6,0.003793170442804694,191.894,65.216,121.61,7.61,0,False,1416,763.0
131,6,0.003749523777514696,193.759,66.311,123.51,7.62,0,False,1461,763.0
132,6,0.0038399307522922754,190.204,63.834,119.89,7.7,0,False,1345,763.0
133,6,0.0038034168537706137,191.485,64.942,121.17,7.6,0,False,1379,763.0
134,7,0.003969845827668905,185.612,60.261,115.31,7.84,0,False,1413,763.0
135,7,0.0038051821757107973,192.042,64.325,121.76,7.6,0,False,1368,763.0
136,7,0.003790108487010002,192.042,65.275,121.74,7.62,0,False,1366,763.0
137,7,0.003777251811698079,192.447,65.723,122.14,7.63,0,False,1458,763.0
138,7,0.003920490387827158,187.491,61.435,117.17,7.76,0,False,1347,763.0
139,7,0.0038474942557513714,189.672,63.852,119.36,7.7,0,False,1347,763.0
140,7,0.0037297201342880726,194.043,67.339,123.75,7.58,0,False,1354,763.0
141,7,0.0038096513599157333,191.592,64.453,121.3,7.68,0,False,1351,763.0
142,7,0.0037809822242707014,192.104,65.798,121.81,7.56,0,False,1353,763.0
143,7,0.0037118999753147364,194.796,67.826,124.52,7.5,0,False,1353,763.0
144,7,0.003687320975586772,195.68,68.654,125.42,7.57,0,False,1552,763.0
145,7,0.003877215553075075,188.966,62.683,118.66,7.74,0,False,1350,763.0
146,7,0.003916059620678425,187.157,62.001,116.86,7.72,0,False,1353,763.0
147,7,0.003847658634185791,190.0,63.544,119.69,7.7,0,False,1402,763.0
148,7,0.0038905665278434753,188.143,62.626,117.83,7.73,0,False,1351,763.0
149,7,0.00389024312607944,188.434,62.381,118.13,7.69,0,False,1350,763.0
150,7,0.00388470315374434,188.488,62.666,118.2,7.64,0,False,1353,763.0
151,7,0.003848516847938299,189.498,63.948,119.2,7.71,0,False,1353,763.0
152,7,0.0038120837416499853,191.263,64.6,120.96,7.63,0,False,1350,763.0
153,8,0.0038256910629570484,190.632,64.326,120.32,7.54,0,False,1461,763.0
154,8,0.003937918227165937,186.713,61.117,116.42,7.71,0,False,1357,763.0
155,8,0.0038894221652299166,188.511,62.36,118.19,7.67,0,False,1374,763.0
156,8,0.0038826866075396538,188.578,62.705,118.28,7.69,0,False,1350,763.0
157,8,0.0038326168432831764,190.194,64.295,119.91,7.61,0,False,1349,763.0
158,8,0.003938056528568268,186.312,61.473,116.03,7.7,0,False,1353,763.0
159,8,0.0039947181940078735,184.962,59.426,114.65,7.8,0,False,1421,763.0
160,8,0.003919799812138081,187.402,61.557,117.14,7.71,0,False,1350,763.0
161,8,0.0037740704137831926,193.012,65.413,122.73,7.6,0,False,1461,763.0
162,8,0.0038526030257344246,189.515,63.682,119.22,7.71,0,False,1353,763.0
163,8,0.003849019529297948,189.809,63.634,119.5,7.64,0,False,1354,763.0
164,8,0.003815273055806756,190.775,64.845,120.5,7.63,0,False,1350,763.0
165,8,0.0037089677061885595,195.506,67.374,125.22,7.46,0,False,1426,763.0
166,8,0.003803729545325041,191.096,65.277,120.8,7.59,0,False,1353,763.0
167,8,0.0038791869301348925,188.201,63.26,117.9,7.68,0,False,1350,763.0
168,8,0.003939424641430378,186.834,60.919,116.54,7.72,0,False,1350,763.0
169,8,0.0038896400947123766,188.511,62.347,118.25,7.72,0,False,1351,763.0
170,8,0.0039043212309479713,187.495,62.392,117.26,7.69,0,False,1353,763.0
171,8,0.003909821156412363,187.624,61.948,117.35,7.73,0,False,1423,763.0
172,9,0.003897016402333975,187.942,62.422,117.64,7.7,0,False,1350,763.0
173,9,0.0038522942923009396,189.393,63.811,119.13,7.63,0,False,1349,763.0
174,9,0.003920667804777622,187.117,61.765,116.82,7.74,0,False,1376,763.0
175,9,0.004018536768853664,184.273,58.704,113.98,7.83,0,False,1349,763.0
176,9,0.003916841931641102,187.624,61.531,117.35,7.75,0,False,1350,763.0
177,9,0.0038719975855201483,188.676,63.262,118.36,7.7,0,False,1480,763.0
178,9,0.0038752288091927767,188.696,63.048,118.43,7.67,0,False,1320,763.0
179,9,0.0038325374480336905,190.14,64.349,119.87,7.63,0,False,1413,763.0
180,9,0.003899279050529003,188.177,62.073,117.91,7.7,0,False,1350,763.0
181,9,0.0038926582783460617,187.895,62.726,117.6,7.72,0,False,1350,763.0
182,9,0.003904980607330799,187.87,62.012,117.56,7.71,0,False,1351,763.0
183,9,0.004050080664455891,183.211,57.907,112.91,7.88,0,False,1350,763.0
184,9,0.003981822170317173,185.591,59.591,115.31,7.79,0,False,1350,763.0
185,9,0.0038035872858017683,190.997,65.375,120.71,7.62,0,False,1350,763.0
186,9,0.003877527080476284,188.423,63.157,118.14,7.7,0,False,1350,763.0
187,9,0.003998532425612211,184.87,59.292,114.58,7.79,0,False,1351,763.0
188,9,0.0039647649973630905,186.089,60.121,115.81,7.79,0,False,1350,763.0
189,9,0.003879946656525135,188.215,63.201,117.92,7.74,0,False,1350,763.0
190,9,0.003763676853850484,192.6,66.452,122.32,7.56,0,False,1356,763.0
191,10,0.004017168190330267,184.549,58.529,114.26,7.85,0,False,1350,763.0
192,10,0.003933697007596493,186.713,61.364,116.42,7.75,0,False,1420,763.0
193,10,0.00407774792984128,182.13,57.367,111.82,7.89,0,False,1350,763.0
194,10,0.00402791379019618,183.996,58.429,113.72,7.8,0,False,1350,763.0
195,10,0.0039043868891894817,187.841,62.073,117.53,7.74,0,False,1350,763.0
196,10,0.00403892807662487,183.76,58.028,113.46,7.82,0,False,1350,763.0
197,10,0.0039720674976706505,185.666,60.084,115.38,7.82,0,False,1376,763.0
198,10,0.0040424419566988945,183.202,58.339,112.92,7.86,0,False,1350,763.0
199,10,0.003896525129675865,188.339,62.09,118.04,7.74,0,False,1351,763.0
200,10,0.004030654206871986,183.435,58.785,113.14,7.85,0,False,1376,763.0
201,10,0.0039206393994390965,187.228,61.666,116.93,7.69,0,False,1420,763.0
202,10,0.0038956557400524616,188.026,62.427,117.74,7.71,0,False,1350,763.0
203,10,0.004008053801953793,184.295,59.275,114.0,7.85,0,False,1349,763.0
204,10,0.003992830868810415,184.73,59.744,114.44,7.81,0,False,1376,763.0
205,10,0.003872884204611182,189.08,62.841,118.81,7.74,0,False,1376,763.0
206,10,0.003874563379213214,188.945,62.862,118.66,7.66,0,False,1351,763.0
207,10,0.0039888289757072926,185.404,59.36,115.13,7.82,0,False,1350,763.0
208,10,0.0038455219473689795,189.579,64.058,119.27,7.66,0,False,1350,763.0
209,10,0.0038973430637270212,188.287,62.089,118.02,7.69,0,False,1429,763.0
210,11,0.003973726648837328,185.65,60.003,115.37,7.79,0,False,1436,763.0
211,11,0.004012845456600189,184.463,58.852,114.18,7.82,0,False,1311,763.0
212,11,0.003987561911344528,185.025,59.777,114.73,7.83,0,False,1348,763.0
213,11,0.00394125422462821,186.815,60.828,116.55,7.78,0,False,1350,763.0
214,11,0.0037797349505126476,192.37,65.636,122.09,7.61,0,False,1350,763.0
215,11,0.003940963186323643,186.714,60.937,116.44,7.82,0,False,1351,763.0
216,11,0.004013279918581247,184.747,58.569,114.45,7.83,0,False,1350,763.0
217,11,0.0038280365988612175,190.849,63.983,120.56,7.65,0,False,1436,763.0
218,11,0.0039805094711482525,185.729,59.541,115.43,7.78,0,False,1350,763.0
219,11,0.0039339507929980755,186.675,61.384,116.39,7.72,0,False,1350,763.0
220,11,0.003929295111447573,187.311,61.08,117.03,7.72,0,False,1350,763.0
221,11,0.003958234563469887,186.311,60.298,116.06,7.81,0,False,1349,763.0
222,11,0.004019866697490215,184.144,58.746,113.89,7.81,0,False,1350,763.0
223,11,0.003963934723287821,185.907,60.334,115.59,7.8,0,False,1351,763.0
224,11,0.0039229076355695724,187.29,61.476,116.99,7.71,0,False,1350,763.0
225,11,0.003801368409767747,191.827,64.76,121.51,7.66,0,False,1420,763.0
226,11,0.004020129330456257,183.975,58.885,113.69,7.81,0,False,1350,763.0
227,11,0.0039445445872843266,186.51,60.913,116.22,7.77,0,False,1350,763.0
228,11,0.003991462755948305,185.068,59.515,114.77,7.81,0,False,1349,763.0
229,12,0.00400061858817935,184.805,59.233,114.52,7.84,0,False,1308,763.0
230,12,0.003885648911818862,188.826,62.301,118.55,7.64,0,False,1350,763.0
231,12,0.003907664678990841,187.654,62.048,117.34,7.73,0,False,1311,763.0
232,12,0.003964985255151987,186.273,59.941,115.95,7.75,0,False,1346,763.0
233,12,0.004105821717530489,181.482,56.431,111.17,7.94,0,False,1311,763.0
234,12,0.0040139914490282536,184.252,58.979,113.98,7.84,0,False,1350,763.0
235,12,0.003942359704524279,186.835,60.746,116.56,7.73,0,False,1333,763.0
236,12,0.004001588094979525,185.007,58.995,114.72,7.79,0,False,1350,763.0
237,12,0.003996371291577816,185.219,59.098,114.96,7.81,0,False,1350,763.0
238,12,0.0038964631967246532,188.342,62.092,118.04,7.75,0,False,1322,763.0
239,12,0.004051097668707371,183.384,57.693,113.09,7.86,0,False,1350,763.0
240,12,0.003997728228569031,185.16,59.075,114.86,7.84,0,False,1311,763.0
241,12,0.003995236940681934,185.301,59.088,115.02,7.79,0,False,1350,763.0
242,12,0.0039316280744969845,186.874,61.339,116.58,7.75,0,False,1350,763.0
243,12,0.003940358757972717,186.758,60.933,116.47,7.74,0,False,1349,763.0
244,12,0.004028836730867624,184.06,58.318,113.78,7.85,0,False,1350,763.0
245,12,0.003911438398063183,188.076,61.44,117.78,7.73,0,False,1350,763.0
246,12,0.003968759439885616,185.644,60.295,115.35,7.78,0,False,1421,763.0
247,12,0.003987128380686045,185.459,59.408,115.2,7.8,0,False,1350,763.0
248,13,0.0040154894813895226,184.388,58.771,114.12,7.82,0,False,1351,763.0
249,13,0.003859841963276267,189.726,63.047,119.46,7.69,0,False,1349,763.0
250,13,0.003907720558345318,188.267,61.488,118.01,7.71,0,False,1350,763.0
251,13,0.0040832883678376675,181.853,57.316,111.57,7.92,0,False,1349,763.0
252,13,0.0038328319787979126,190.139,64.332,119.85,7.66,0,False,1350,763.0
253,13,0.003975266590714455,185.76,59.814,115.5,7.79,0,False,1349,763.0
254,13,0.004026353359222412,183.366,59.089,113.09,7.91,0,False,1309,763.0
255,13,0.0040582818910479546,182.996,57.649,112.72,7.9,0,False,1310,763.0
256,13,0.0040850527584552765,182.19,56.913,111.92,7.93,0,False,1350,763.0
257,13,0.003900134237483144,188.292,61.917,118.01,7.7,0,False,1351,763.0
258,13,0.003941176924854517,187.025,60.642,116.73,7.75,0,False,1351,763.0
259,13,0.004007399547845125,184.363,59.25,114.08,7.86,0,False,1357,763.0
260,13,0.0039204140193760395,187.341,61.577,117.06,7.8,0,False,1351,763.0
261,13,0.0038785261567682028,189.145,62.44,118.86,7.68,0,False,1349,763.0
262,13,0.00396294891834259,186.101,60.215,115.83,7.74,0,False,1349,763.0
263,13,0.004027137532830238,183.993,58.474,113.72,7.84,0,False,1420,763.0
264,13,0.003897864604368806,188.313,62.034,118.05,7.74,0,False,1430,763.0
265,13,0.003960519563406706,186.312,60.164,116.05,7.79,0,False,1349,763.0
266,13,0.0040514422580599785,182.988,58.034,112.71,7.89,0,False,1310,763.0
267,14,0.0040159584023058414,184.318,58.807,114.04,7.93,0,False,1353,763.0
268,14,0.004076771438121796,182.206,57.351,111.91,7.93,0,False,1310,763.0
269,14,0.003933802712708712,186.925,61.165,116.61,7.81,0,False,1389,763.0
270,14,0.004038607701659203,183.564,58.224,113.26,7.88,0,False,1309,763.0
271,14,0.004033764824271202,183.633,58.431,113.33,7.84,0,False,1349,763.0
272,14,0.003910095430910587,187.674,61.886,117.39,7.77,0,False,1307,763.0
273,14,0.0040740505792200565,182.615,57.128,112.35,7.97,0,False,1388,763.0
274,14,0.003981494344770908,185.514,59.68,115.22,7.77,0,False,1347,763.0
275,14,0.004051306750625372,183.093,57.946,112.84,7.91,0,False,1356,763.0
276,14,0.004006488248705864,184.545,59.136,114.28,7.88,0,False,1310,763.0
277,14,0.00408423924818635,181.991,57.139,111.71,7.97,0,False,1304,763.0
278,14,0.0041029974818229675,181.68,56.404,111.37,7.95,0,False,1319,763.0
279,14,0.00400567427277565,184.471,59.25,114.18,7.85,0,False,1310,763.0
280,14,0.004074204713106155,182.506,57.219,112.2,7.88,0,False,1358,763.0
281,14,0.004097192082554102,181.744,56.659,111.45,7.98,0,False,1348,763.0
282,14,0.003942485898733139,186.988,60.599,116.68,7.73,0,False,1349,763.0
283,14,0.004030771087855101,183.68,58.556,113.42,7.86,0,False,1317,763.0
284,14,0.004074455238878727,183.003,56.754,112.72,7.9,0,False,1350,763.0
285,14,0.004111906513571739,181.482,56.104,111.19,8.0,0,False,1310,763.0
286,15,0.00418504374101758,179.003,54.494,108.74,8.05,0,False,1353,763.0
287,15,0.00401218282058835,184.671,58.7,114.41,7.82,0,False,1311,763.0
288,15,0.003978973254561424,185.436,59.895,115.15,7.84,0,False,1319,763.0
289,15,0.003985102288424969,185.683,59.32,115.42,7.79,0,False,1310,763.0
290,15,0.004082925617694855,182.342,56.891,112.06,7.91,0,False,1307,763.0
291,15,0.004050984047353268,183.286,57.789,113.03,7.84,0,False,1332,763.0
292,15,0.00395571906119585,186.102,60.633,115.81,7.78,0,False,1346,763.0
293,15,0.003800323000177741,192.271,64.422,121.97,7.67,0,False,1331,763.0
294,15,0.00404777517542243,183.376,57.885,113.09,7.88,0,False,1353,763.0
295,15,0.004047590773552656,183.148,58.102,112.84,7.84,0,False,1350,763.0
296,15,0.004061785992234945,182.671,57.751,112.41,7.91,0,False,1309,763.0
297,15,0.003930035978555679,187.286,61.059,116.99,7.7,0,False,1310,763.0
298,15,0.0040842522867023945,182.359,56.803,112.09,7.94,0,False,1351,763.0
299,15,0.003991301637142897,184.823,59.747,114.54,7.84,0,False,1346,763.0
300,15,0.00404015788808465,183.562,58.139,113.25,7.86,0,False,1309,763.0
301,15,0.0039925966411828995,185.592,58.974,115.31,7.82,0,False,1351,763.0
302,15,0.004101478029042482,181.83,56.35,111.55,7.89,0,False,1350,763.0
303,15,0.004002965055406094,184.944,58.974,114.65,7.83,0,False,1308,763.0
304,15,0.004016941413283348,184.164,58.893,113.9,7.85,0,False,1388,763.0
305,16,0.004058901220560074,183.401,57.246,113.16,7.86,0,False,1349,763.0
306,16,0.003983631264418364,185.434,59.63,115.16,7.83,0,False,1350,763.0
307,16,0.004123604390770197,181.0,55.915,110.72,7.95,0,False,1322,763.0
308,16,0.004022146575152874,183.781,58.948,113.49,7.78,0,False,1322,763.0
309,16,0.004047760274261236,183.41,57.855,113.1,7.9,0,False,1349,763.0
310,16,0.004076209384948015,182.574,57.047,112.26,7.93,0,False,1355,763.0
311,16,0.004061587154865265,183.343,57.151,113.07,7.91,0,False,1348,763.0
312,16,0.003806048072874546,191.919,64.383,121.62,7.61,0,False,1322,763.0
313,16,0.004028919618576765,184.212,58.176,113.89,7.89,0,False,1350,763.0
314,16,0.0040613580495119095,183.031,57.447,112.72,7.92,0,False,1351,763.0
315,16,0.0040253824554383755,183.761,58.784,113.46,7.9,0,False,1324,763.0
316,16,0.0040313866920769215,184.174,58.072,113.9,7.8,0,False,1307,763.0
317,16,0.004148197825998068,180.355,55.194,110.09,8.01,0,False,1305,763.0
318,16,0.004131757188588381,180.696,55.756,110.4,7.99,0,False,1350,763.0
319,16,0.00413746340200305,180.387,55.734,110.12,7.98,0,False,1346,763.0
320,16,0.003966255113482475,185.782,60.313,115.53,7.79,0,False,1310,763.0
321,16,0.004013748839497566,184.332,58.92,114.07,7.83,0,False,1303,763.0
322,16,0.0040842629969120026,182.395,56.771,112.11,7.94,0,False,1350,763.0
323,16,0.00397977652028203,185.194,60.069,114.92,7.85,0,False,1350,763.0
324,17,0.0040877643041312695,182.185,56.771,111.9,7.89,0,False,1347,763.0
325,17,0.004147886298596859,180.304,55.257,110.06,8.02,0,False,1353,763.0
326,17,0.004076420795172453,182.831,56.802,112.52,7.9,0,False,1322,763.0
327,17,0.003989719785749912,185.387,59.325,115.08,7.84,0,False,1338,763.0
328,17,0.004030262585729361,184.073,58.227,113.79,7.89,0,False,1351,763.0
329,17,0.004024218767881393,184.197,58.453,113.9,7.9,0,False,1437,763.0
330,17,0.004094850271940231,181.588,56.928,111.32,7.97,0,False,1340,763.0
331,17,0.003942206967622042,186.938,60.661,116.66,7.79,0,False,1350,763.0
332,17,0.0042118532583117485,178.44,53.623,108.16,8.08,0,False,1307,763.0
333,17,0.003995854407548904,185.155,59.186,114.86,7.83,0,False,1326,763.0
334,17,0.00414030347019434,180.992,55.033,110.69,7.96,0,False,1346,763.0
335,17,0.004056812264025211,183.459,57.309,113.14,7.9,0,False,1322,763.0
336,17,0.004038054030388594,183.772,58.066,113.5,7.82,0,False,1323,763.0
337,17,0.00417785719037056,179.29,54.607,108.99,7.97,0,False,1350,763.0
338,17,0.004157362971454859,179.831,55.187,109.54,8.03,0,False,1322,763.0
339,17,0.004033814184367657,183.678,58.388,113.39,7.95,0,False,1420,763.0
340,17,0.00417207321152091,179.388,54.819,109.12,8.05,0,False,1310,763.0
341,17,0.004132294096052647,180.679,55.743,110.4,7.94,0,False,1307,763.0
342,17,0.004168936517089605,179.199,55.155,108.89,7.99,0,False,1342,763.0
343,18,0.004158051684498787,179.855,55.13,109.56,8.06,0,False,1342,763.0
