sid,generation,fitness,duration_mean,waiting_mean,time_loss,speed,sin_llegar,trabada,pasos,vehicles
43,1,0.002335644094273448,273.362,140.714,203.08,6.68,0,False,,763.0
44,1,0.003072483465075493,224.404,91.878,154.14,6.95,0,False,,763.0
45,1,0.0029604602605104446,230.349,97.67,160.07,6.68,0,False,,763.0
46,1,0.0029074286576360464,231.983,101.785,161.69,6.89,0,False,,763.0
47,1,0.003345802891999483,209.139,81.585,138.85,7.1,0,False,,763.0
48,1,0.0032499837689101696,212.682,86.375,142.38,7.1,0,False,,763.0
49,1,0.003362338524311781,208.599,80.739,138.32,7.33,0,False,,763.0
50,1,0.0032124801073223352,215.974,86.647,145.67,7.06,0,False,,763.0
51,1,0.0032102863769978285,216.817,86.075,146.54,6.94,0,False,,763.0
52,1,0.0030984117183834314,221.35,92.178,151.06,6.95,0,False,,763.0
53,1,0.0033001285046339035,211.759,82.963,141.49,7.05,0,False,,763.0
54,1,0.003305531572550535,212.545,81.798,142.24,6.99,0,False,,763.0
55,1,0.002332651987671852,272.844,141.684,202.53,6.85,0,False,,763.0
56,1,0.003375241532921791,208.983,79.356,138.66,7.17,0,False,,763.0
57,1,0.0029640609864145517,230.113,97.511,159.8,6.68,0,False,,763.0
58,1,0.0014081868575885892,411.136,271.815,340.87,6.15,0,False,,763.0
59,2,0.0034606815315783024,203.529,77.664,133.2,7.39,0,False,,763.0
60,2,0.003605158068239689,195.144,74.76,124.87,7.65,0,False,,763.0
61,2,0.003327601123601198,209.615,82.638,139.31,7.15,0,False,,763.0
62,2,0.0032139713875949383,214.996,87.405,144.7,7.16,0,False,,763.0
63,2,0.0036608069203794003,196.539,69.659,126.27,7.51,0,False,,763.0
64,2,0.0032783164642751217,211.796,84.763,141.53,7.06,0,False,,763.0
65,2,0.0032351838890463114,214.392,86.1,144.1,7.12,0,False,,763.0
66,2,0.003177620004862547,216.526,89.25,146.23,6.99,0,False,,763.0
67,2,0.0033558316063135862,208.224,81.604,137.94,7.15,0,False,,763.0
68,2,0.0036057457327842712,197.197,72.853,126.9,7.42,0,False,,763.0
69,2,0.003499526297673583,201.638,76.468,131.36,7.31,0,False,,763.0
70,2,0.0019428873201832175,315.638,180.963,245.35,6.42,0,False,,763.0
71,2,0.0024883311707526445,260.516,128.509,190.22,6.52,0,False,,763.0
72,2,0.0037122503854334354,189.99,72.172,119.73,7.85,0,False,,763.0
73,2,0.0033308612182736397,209.326,82.633,139.03,7.11,0,False,,763.0
74,2,0.0032645133323967457,213.026,84.817,142.72,7.2,0,False,,763.0
75,2,0.003516389988362789,202.107,74.796,131.81,7.33,0,False,,763.0
76,2,0.00345847150310874,205.085,76.418,134.82,7.35,0,False,,763.0
77,2,0.003245641477406025,214.231,85.341,143.94,7.1,0,False,,763.0
78,2,0.0034007434733211994,205.856,80.18,135.56,7.34,0,False,,763.0
79,2,0.0033414217177778482,209.387,81.716,139.09,7.14,0,False,,763.0
80,2,0.003150171833112836,217.664,90.708,147.38,6.91,0,False,,763.0
81,2,0.0036839721724390984,194.671,69.796,124.38,7.54,0,False,,763.0
82,2,0.003570659551769495,199.514,73.224,129.24,7.37,0,False,,763.0
83,2,0.003331416519358754,208.659,83.194,138.34,7.23,0,False,,763.0
84,2,0.0036247253883630037,193.64,74.767,123.32,7.7,0,False,,763.0
85,2,0.003522275947034359,200.199,76.098,129.92,7.39,0,False,,763.0
86,2,0.003037519520148635,225.807,94.008,155.49,6.93,0,False,,763.0
87,2,0.003366813063621521,209.149,79.879,138.87,7.28,0,False,,763.0
88,3,0.003297920571640134,209.341,85.346,139.06,7.13,0,False,,763.0
89,3,0.0037519761826843023,190.528,69.089,120.27,7.75,0,False,,763.0
90,3,0.003649146528914571,196.763,70.249,126.47,7.49,0,False,,763.0
91,3,0.003633366199210286,196.236,71.81,125.92,7.63,0,False,,763.0
92,3,0.003617294831201434,194.46,74.536,124.13,7.7,0,False,,763.0
93,3,0.003780178725719452,187.663,69.886,117.36,7.87,0,False,,763.0
94,3,0.002514005871489644,259.476,125.723,189.18,6.54,0,False,,763.0
95,3,0.003604802070185542,197.696,72.465,127.42,7.47,0,False,,763.0
96,3,0.0035994742065668106,195.291,75.025,125.02,7.63,0,False,,763.0
97,3,0.003652208251878619,193.106,73.364,122.82,7.74,0,False,,763.0
98,3,0.00374012254178524,189.174,71.088,118.87,7.86,0,False,,763.0
99,3,0.003512744093313813,200.785,76.266,130.5,7.52,0,False,,763.0
100,3,0.003362491028383374,206.052,83.042,135.76,7.27,0,False,,763.0
101,3,0.003924049437046051,185.018,63.473,114.72,7.89,0,False,,763.0
102,3,0.0037659225054085255,192.426,66.467,122.12,7.69,0,False,,763.0
103,3,0.0034232258331030607,205.143,79.072,134.82,7.39,0,False,,763.0
104,3,0.0035952492617070675,194.592,75.957,124.3,7.69,0,False,,763.0
105,3,0.0038538563530892134,184.91,67.792,114.63,7.96,0,False,,763.0
106,3,0.003452054690569639,203.041,78.765,132.74,7.4,0,False,,763.0
107,3,0.00274936412461102,240.952,111.608,170.66,6.79,0,False,,763.0
108,3,0.0036812368780374527,191.717,72.664,121.46,7.78,0,False,,763.0
109,3,0.0036393729969859123,193.166,74.187,122.87,7.68,0,False,,763.0
110,3,0.0036240299232304096,194.047,74.444,123.73,7.69,0,False,,763.0
111,3,0.0036603310145437717,193.891,72.098,123.62,7.52,0,False,,763.0
112,3,0.0036773246247321367,193.556,71.256,123.25,7.56,0,False,,763.0
113,3,0.003878967836499214,186.902,64.453,116.63,7.78,0,False,,763.0
114,3,0.0035095675848424435,201.856,75.527,131.55,7.31,0,False,,763.0
115,3,0.003346809884533286,208.899,81.721,138.61,7.23,0,False,,763.0
116,3,0.0035862457007169724,196.101,75.22,125.79,7.6,0,False,,763.0
117,4,0.0035644446033984423,198.033,75.014,127.7,7.52,0,False,,763.0
118,4,0.003919745329767466,182.696,65.839,112.42,7.99,0,False,,763.0
119,4,0.003752516582608223,189.456,70.029,119.17,7.73,0,False,,763.0
120,4,0.0037705861032009125,190.203,68.189,119.91,7.79,0,False,,763.0
121,4,0.0036711266729980707,193.895,71.364,123.59,7.59,0,False,,763.0
122,4,0.003399529727175832,205.181,80.889,134.86,7.34,0,False,,763.0
123,4,0.0035903837997466326,196.633,74.444,126.31,7.48,0,False,,763.0
124,4,0.0036243360955268145,193.963,74.499,123.68,7.68,0,False,,763.0
125,4,0.003643841715529561,192.889,74.134,122.6,7.69,0,False,,763.0
126,4,0.003409507218748331,204.865,80.393,134.59,7.47,0,False,,763.0
127,4,0.0035671137738972902,199.051,73.898,128.73,7.52,0,False,,763.0
128,4,0.0037369977217167616,190.73,69.877,120.4,7.77,0,False,,763.0
129,4,0.003899559611454606,184.815,65.113,114.53,7.9,0,False,,763.0
130,4,0.0036659128963947296,192.256,73.207,121.96,7.77,0,False,,763.0
131,4,0.0038015861064195633,188.229,68.017,117.94,7.81,0,False,,763.0
132,4,0.0037716152146458626,189.975,68.33,119.71,7.76,0,False,,763.0
133,4,0.0035782300401479006,197.005,74.966,126.68,7.48,0,False,,763.0
134,4,0.0037390028592199087,190.781,69.7,120.47,7.72,0,False,,763.0
135,4,0.003678274806588888,193.134,71.575,122.83,7.64,0,False,,763.0
136,4,0.0036623338237404823,192.733,73.016,122.42,7.73,0,False,,763.0
137,4,0.003678668290376663,191.55,72.988,121.26,7.8,0,False,,763.0
138,4,0.0033076698891818523,210.767,83.237,140.45,7.27,0,False,,763.0
139,4,0.0036011715419590473,195.36,74.843,125.05,7.66,0,False,,763.0
140,4,0.003891661996021867,185.19,65.245,114.89,7.86,0,False,,763.0
141,4,0.00374165759421885,191.468,68.903,121.17,7.71,0,False,,763.0
142,4,0.0036161376629024744,194.916,74.202,124.64,7.66,0,False,,763.0
143,4,0.0037930437829345465,188.75,68.083,118.46,7.8,0,False,,763.0
144,4,0.003702047048136592,192.239,70.802,121.97,7.7,0,False,,763.0
145,4,0.0037407332565635443,190.332,69.996,120.03,7.79,0,False,,763.0
146,5,0.003891223343089223,185.636,64.866,115.33,7.94,0,False,,763.0
147,5,0.0039317552000284195,185.198,62.856,114.91,7.92,0,False,,763.0
148,5,0.003859996097162366,187.163,65.368,116.88,7.8,0,False,,763.0
149,5,0.003982005175203085,182.91,62.018,112.58,7.95,0,False,,763.0
150,5,0.0037325751036405563,190.674,70.216,120.38,7.78,0,False,,763.0
151,5,0.0035420856438577175,198.993,75.751,128.67,7.54,0,False,,763.0
152,5,0.0037810385692864656,189.735,67.948,119.44,7.73,0,False,,763.0
153,5,0.003708904841914773,192.245,70.342,121.96,7.59,0,False,,763.0
154,5,0.0035565076395869255,197.957,75.653,127.67,7.54,0,False,,763.0
155,5,0.004005076829344034,181.446,62.034,111.15,8.03,0,False,,763.0
156,5,0.003897295333445072,184.377,65.646,114.1,7.94,0,False,,763.0
157,5,0.003758563194423914,189.562,69.543,119.28,7.83,0,False,,763.0
158,5,0.0037097795866429806,192.708,69.864,122.4,7.7,0,False,,763.0
159,5,0.003768414491787553,191.14,67.476,120.85,7.69,0,False,,763.0
160,5,0.0038215576205402613,188.727,66.315,118.43,7.72,0,False,,763.0
161,5,0.0038970084860920906,185.746,64.419,115.47,7.88,0,False,,763.0
162,5,0.003862714162096381,185.929,66.324,115.66,7.78,0,False,,763.0
163,5,0.0036688141990453005,193.865,71.548,123.57,7.64,0,False,,763.0
164,5,0.003839903511106968,188.211,65.647,117.9,7.76,0,False,,763.0
165,5,0.0036040868144482374,196.713,73.409,126.41,7.49,0,False,,763.0
166,5,0.0038163147401064634,187.396,67.852,117.11,7.8,0,False,,763.0
167,5,0.003798077814280987,189.058,67.485,118.77,7.79,0,False,,763.0
168,5,0.003664185758680105,192.599,73.012,122.3,7.67,0,False,,763.0
169,5,0.003964470233768225,182.211,63.663,111.93,7.99,0,False,,763.0
170,5,0.0037598281633108854,189.765,69.277,119.45,7.65,0,False,,763.0
171,5,0.0036181816831231117,196.075,73.007,125.79,7.61,0,False,,763.0
172,5,0.003977467305958271,182.841,62.341,112.53,7.95,0,False,,763.0
173,5,0.0036052362993359566,195.839,74.123,125.52,7.51,0,False,,763.0
174,5,0.003953265491873026,182.414,64.128,112.07,7.97,0,False,,763.0
175,6,0.003930254839360714,185.221,62.923,114.91,7.88,0,False,,763.0
176,6,0.0038649486377835274,187.109,65.115,116.82,7.85,0,False,,763.0
177,6,0.0037650528829544783,190.4,68.364,120.08,7.68,0,False,,763.0
178,6,0.003761242376640439,190.91,68.145,120.63,7.7,0,False,,763.0
179,6,0.003645507385954261,195.224,71.896,124.92,7.55,0,False,,763.0
180,6,0.0038302710745483637,188.87,65.644,118.55,7.81,0,False,,763.0
181,6,0.0037586300168186426,191.368,67.896,121.05,7.7,0,False,,763.0
182,6,0.0039062397554516792,185.467,64.122,115.17,7.83,0,False,,763.0
183,6,0.003993246704339981,182.41,61.83,112.12,7.98,0,False,,763.0
184,6,0.003981172107160091,183.408,61.613,113.11,8.0,0,False,,763.0
185,6,0.0038131314795464277,188.596,66.959,118.33,7.79,0,False,,763.0
186,6,0.003954716492444277,183.875,62.716,113.6,7.92,0,False,,763.0
187,6,0.0038962485268712044,186.052,64.186,115.75,7.88,0,False,,763.0
188,6,0.0038676403928548098,187.021,65.031,116.75,7.87,0,False,,763.0
189,6,0.0037434734404087067,190.962,69.245,120.66,7.64,0,False,,763.0
190,6,0.0038519224617630243,187.081,65.936,116.78,7.82,0,False,,763.0
191,6,0.0037655283231288195,190.952,67.832,120.65,7.67,0,False,,763.0
192,6,0.0038816104643046856,186.97,64.232,116.68,7.86,0,False,,763.0
193,6,0.0036536615807563066,196.43,70.244,126.12,7.56,0,False,,763.0
194,6,0.003754416713491082,191.353,68.182,121.06,7.66,0,False,,763.0
195,6,0.0039298273622989655,184.7,63.422,114.45,7.92,0,False,,763.0
196,6,0.003953480627387762,183.273,63.336,112.98,8.01,0,False,,763.0
197,6,0.003869348904117942,187.081,64.873,116.78,7.8,0,False,,763.0
198,6,0.0038789797108620405,186.232,65.062,115.92,7.85,0,False,,763.0
199,6,0.003789385547861457,189.347,67.771,119.06,7.81,0,False,,763.0
200,6,0.0037273496855050325,192.093,69.267,121.79,7.6,0,False,,763.0
201,6,0.003716919803991914,191.932,70.098,121.64,7.67,0,False,,763.0
202,6,0.0038278254214674234,187.937,66.644,117.66,7.8,0,False,,763.0
203,6,0.0036503684241324663,194.927,71.835,124.61,7.59,0,False,,763.0
204,7,0.0038772018160670996,186.722,64.723,116.4,7.84,0,False,,763.0
205,7,0.0038838449399918318,186.218,64.781,115.92,7.88,0,False,,763.0
206,7,0.003919926472008228,184.847,63.873,114.57,7.87,0,False,,763.0
207,7,0.0039346772246062756,184.246,63.549,113.95,7.97,0,False,,763.0
208,7,0.003999427426606417,182.33,61.55,112.05,7.99,0,False,,763.0
209,7,0.003856835188344121,186.841,65.853,116.56,7.87,0,False,,763.0
210,7,0.0037967395037412643,190.033,66.683,119.74,7.75,0,False,,763.0
211,7,0.003855844959616661,187.848,64.999,117.55,7.82,0,False,,763.0
212,7,0.0037028733640909195,193.231,69.845,122.92,7.68,0,False,,763.0
213,7,0.0037124454975128174,192.409,69.959,122.1,7.72,0,False,,763.0
214,7,0.00379428849555552,189.355,67.453,119.03,7.76,0,False,,763.0
215,7,0.0038880605716258287,186.328,64.427,116.02,7.88,0,False,,763.0
216,7,0.003825997933745384,187.641,67.026,117.33,7.81,0,False,,763.0
217,7,0.003942863084375858,183.958,63.332,113.66,7.92,0,False,,763.0
218,7,0.003892178414389491,186.569,63.961,116.26,7.81,0,False,,763.0
219,7,0.003970312420278788,183.976,61.721,113.68,7.91,0,False,,763.0
220,7,0.0037433539982885122,191.511,68.754,121.2,7.7,0,False,,763.0
221,7,0.003868344472721219,186.972,65.033,116.68,7.86,0,False,,763.0
222,7,0.0038508980069309473,188.25,64.936,117.94,7.78,0,False,,763.0
223,7,0.003944952506572008,185.028,62.237,114.69,7.98,0,False,,763.0
224,7,0.003648144658654928,195.304,71.644,125.01,7.61,0,False,,763.0
225,7,0.003954546060413122,183.651,62.929,113.35,7.97,0,False,,763.0
226,7,0.003925638273358345,184.219,64.106,113.93,7.93,0,False,,763.0
227,7,0.003854617476463318,187.094,65.759,116.8,7.83,0,False,,763.0
228,7,0.003837734926491976,187.388,66.529,117.11,7.84,0,False,,763.0
229,7,0.003989938646554947,182.713,61.743,112.43,7.98,0,False,,763.0
230,7,0.004002843517810106,182.33,61.356,112.03,7.97,0,False,,763.0
231,7,0.003938594833016396,185.102,62.541,114.78,7.89,0,False,,763.0
232,7,0.003989993128925562,182.56,61.879,112.26,8.0,0,False,,763.0
233,8,0.00379694951698184,189.212,67.415,118.93,7.73,0,False,,763.0
234,8,0.003812388749793172,189.585,66.107,119.29,7.79,0,False,,763.0
235,8,0.0039210245013237,185.273,63.421,114.98,7.88,0,False,,763.0
236,8,0.004078307654708624,179.771,59.481,109.46,8.03,0,False,,763.0
237,8,0.003929847851395607,184.569,63.54,114.28,7.88,0,False,,763.0
238,8,0.0038294869009405375,187.557,66.886,117.25,7.79,0,False,,763.0
239,8,0.0037300593685358763,192.081,69.101,121.78,7.76,0,False,,763.0
240,8,0.0038070925511419773,188.17,67.725,117.89,7.86,0,False,,763.0
241,8,0.003921858966350555,184.965,63.651,114.68,7.9,0,False,,763.0
242,8,0.00381054007448256,188.86,66.882,118.57,7.8,0,False,,763.0
243,8,0.003987614065408707,181.972,62.549,111.69,8.01,0,False,,763.0
244,8,0.003807258093729615,188.948,67.008,118.63,7.76,0,False,,763.0
245,8,0.0038421524222940207,187.645,66.024,117.31,7.83,0,False,,763.0
246,8,0.004033257719129324,181.389,60.499,111.1,8.03,0,False,,763.0
247,8,0.003911725245416164,184.861,64.346,114.57,7.91,0,False,,763.0
248,8,0.0038595390506088734,187.735,64.875,117.44,7.78,0,False,,763.0
249,8,0.0038180332630872726,189.484,65.847,119.17,7.76,0,False,,763.0
250,8,0.004056163597851992,179.46,60.98,109.17,8.08,0,False,,763.0
251,8,0.003995348233729601,181.291,62.727,111.01,8.01,0,False,,763.0
252,8,0.003993645776063204,182.315,61.894,111.99,8.0,0,False,,763.0
253,8,0.003909366205334663,185.25,64.132,114.95,7.92,0,False,,763.0
254,8,0.003952386789023876,185.225,61.624,114.92,7.93,0,False,,763.0
255,8,0.0037774783559143543,189.65,68.252,119.34,7.73,0,False,,763.0
256,8,0.00400153361260891,181.412,62.266,111.12,8.06,0,False,,763.0
257,8,0.003793903859332204,189.765,67.105,119.5,7.77,0,False,,763.0
258,8,0.0036872245837002993,193.62,70.533,123.33,7.7,0,False,,763.0
259,8,0.004040694795548916,180.878,60.549,110.59,7.99,0,False,,763.0
260,8,0.004025811795145273,181.287,61.009,111.0,8.0,0,False,,763.0
261,8,0.003960467875003815,183.814,62.438,113.52,7.93,0,False,,763.0
262,9,0.0039213551208376884,184.695,63.927,114.38,7.94,0,False,,763.0
263,9,0.003861582139506936,186.497,65.877,116.2,7.83,0,False,,763.0
264,9,0.0040920632891356945,178.383,59.993,108.13,8.06,0,False,,763.0
265,9,0.003927028272300959,184.443,63.82,114.16,7.93,0,False,,763.0
266,9,0.003962769638746977,182.527,63.474,112.23,8.01,0,False,,763.0
267,9,0.00399384880438447,181.678,62.461,111.38,7.99,0,False,,763.0
268,9,0.003988247364759445,182.789,61.771,112.5,7.95,0,False,,763.0
269,9,0.004011322278529406,181.642,61.502,111.37,8.04,0,False,,763.0
270,9,0.004003628622740507,181.408,62.151,111.11,7.96,0,False,,763.0
271,9,0.003923123236745596,184.893,63.642,114.59,7.86,0,False,,763.0
272,9,0.0036948579363524914,193.946,69.727,123.62,7.62,0,False,,763.0
273,9,0.003973801154643297,182.915,62.485,112.61,7.95,0,False,,763.0
274,9,0.00389336165972054,186.009,64.398,115.72,7.85,0,False,,763.0
275,9,0.0040425085462629795,180.46,60.828,110.19,8.05,0,False,,763.0
276,9,0.004012908320873976,181.359,61.67,111.05,7.96,0,False,,763.0
277,9,0.003958248998969793,182.788,63.499,112.48,7.94,0,False,,763.0
278,9,0.004019864369183779,180.87,61.722,110.55,8.05,0,False,,763.0
279,9,0.0038817308377474546,185.536,65.528,115.23,7.93,0,False,,763.0
280,9,0.004001495894044638,181.921,61.805,111.65,7.97,0,False,,763.0
281,9,0.004077106714248657,179.553,59.744,109.26,8.03,0,False,,763.0
282,9,0.004122539423406124,178.153,58.56,107.87,8.14,0,False,,763.0
283,9,0.003983703907579184,183.072,61.773,112.77,8.0,0,False,,763.0
284,9,0.0040046293288469315,182.089,61.474,111.77,7.96,0,False,,763.0
285,9,0.004022229462862015,181.295,61.203,110.99,7.99,0,False,,763.0
286,9,0.004008447285741568,181.628,61.678,111.34,8.01,0,False,,763.0
287,9,0.0038861294742673635,185.554,65.246,115.25,7.86,0,False,,763.0
288,9,0.0038294699043035507,187.387,67.042,117.1,7.84,0,False,,763.0
289,9,0.0040983958169817924,177.761,60.215,107.5,8.1,0,False,,763.0
290,9,0.004008904565125704,181.278,61.97,111.0,8.05,0,False,,763.0
291,10,0.003947415854781866,183.164,63.788,112.86,7.96,0,False,,763.0
292,10,0.003393515245988965,204.552,81.934,134.25,7.52,0,False,,763.0
293,10,0.003986047580838203,182.183,62.447,111.9,7.96,0,False,,763.0
294,10,0.004054234363138676,180.291,60.332,109.97,8.02,0,False,,763.0
295,10,0.0040505495853722095,179.979,60.819,109.66,8.03,0,False,,763.0
296,10,0.004053676500916481,180.615,60.068,110.31,8.03,0,False,,763.0
297,10,0.003929752390831709,184.421,63.68,114.1,7.84,0,False,,763.0
298,10,0.0039230044931173325,185.377,63.208,115.1,7.87,0,False,,763.0
299,10,0.0040127672255039215,181.516,61.535,111.22,8.04,0,False,,763.0
300,10,0.004025990143418312,180.604,61.62,110.27,8.03,0,False,,763.0
301,10,0.0039794426411390305,182.215,62.797,111.95,7.95,0,False,,763.0
302,10,0.003944956697523594,183.891,63.27,113.61,7.91,0,False,,763.0
303,10,0.003862624056637287,187.253,65.126,116.96,7.85,0,False,,763.0
304,10,0.0038760516326874495,185.87,65.567,115.56,7.81,0,False,,763.0
305,10,0.0038353465497493744,188.216,65.924,117.94,7.69,0,False,,763.0
306,10,0.0040719350799918175,179.581,60.003,109.29,7.98,0,False,,763.0
307,10,0.0037891881074756384,188.748,68.328,118.43,7.79,0,False,,763.0
308,10,0.00401103962212801,181.337,61.796,111.07,7.98,0,False,,763.0
309,10,0.003873406909406185,186.315,65.324,116.02,7.81,0,False,,763.0
310,10,0.003985336981713772,182.342,62.343,112.02,7.96,0,False,,763.0
311,10,0.003935141954571009,183.739,63.983,113.44,7.93,0,False,,763.0
312,10,0.004066227935254574,180.214,59.74,109.92,7.99,0,False,,763.0
313,10,0.004137079697102308,177.38,58.488,107.07,8.18,0,False,,763.0
314,10,0.003928489983081818,183.718,64.393,113.4,7.97,0,False,,763.0
315,10,0.0039399596862494946,184.136,63.339,113.84,7.99,0,False,,763.0
316,10,0.0038584929425269365,186.413,66.142,116.13,7.88,0,False,,763.0
317,10,0.0037438480649143457,191.792,68.467,121.51,7.68,0,False,,763.0
318,10,0.0039351643063127995,183.84,63.89,113.54,7.92,0,False,,763.0
319,10,0.003971767611801624,182.809,62.699,112.53,7.95,0,False,,763.0
320,11,0.004040814936161041,180.879,60.541,110.6,8.03,0,False,,763.0
321,11,0.004008306656032801,182.16,61.202,111.88,7.99,0,False,,763.0
322,11,0.004126838408410549,178.085,58.392,107.78,8.07,0,False,,763.0
323,11,0.0040266383439302444,182.128,60.198,111.83,8.0,0,False,,763.0
324,11,0.003961490001529455,183.384,62.769,113.08,7.97,0,False,,763.0
325,11,0.003918875474482775,184.119,64.596,113.81,7.96,0,False,,763.0
326,11,0.0038989679887890816,185.392,64.624,115.11,7.85,0,False,,763.0
327,11,0.004053439479321241,179.923,60.71,109.63,8.03,0,False,,763.0
328,11,0.003814912401139736,189.013,66.469,118.72,7.73,0,False,,763.0
329,11,0.003896081354469061,185.423,64.768,115.13,7.79,0,False,,763.0
330,11,0.004121203441172838,178.419,58.389,108.13,8.11,0,False,,763.0
331,11,0.0039796228520572186,183.381,61.726,113.09,7.89,0,False,,763.0
332,11,0.003932057414203882,185.278,62.765,115.0,7.86,0,False,,763.0
333,11,0.00392999779433012,183.902,64.138,113.59,7.86,0,False,,763.0
334,11,0.004049266222864389,180.71,60.225,110.42,8.04,0,False,,763.0
335,11,0.004126226529479027,178.187,58.332,107.87,8.15,0,False,,763.0
336,11,0.004030611366033554,181.246,60.777,110.95,8.02,0,False,,763.0
337,11,0.0033270963467657566,206.001,85.965,135.75,7.84,0,False,,763.0
338,11,0.004131833091378212,178.016,58.189,107.72,8.05,0,False,,763.0
339,11,0.004031891468912363,181.414,60.553,111.11,8.0,0,False,,763.0
340,11,0.004016732331365347,181.223,61.578,110.96,8.01,0,False,,763.0
341,11,0.003934239037334919,183.891,63.898,113.57,7.9,0,False,,763.0
342,11,0.0041200993582606316,178.288,58.567,108.01,8.15,0,False,,763.0
343,11,0.004053090699017048,180.489,60.215,110.19,8.0,0,False,,763.0
344,11,0.0038644589949399233,187.113,65.142,116.8,7.87,0,False,,763.0
345,11,0.004072521813213825,179.934,59.649,109.66,8.04,0,False,,763.0
346,11,0.004095540381968021,179.001,59.242,108.69,8.07,0,False,,763.0
347,11,0.003690010402351618,192.193,71.645,121.91,7.89,0,False,,763.0
348,11,0.0040341769345104694,181.435,60.406,111.13,8.05,0,False,,763.0
349,12,0.004071791656315327,179.855,59.761,109.59,8.02,0,False,,763.0
350,12,0.004098197445273399,179.33,58.799,109.02,8.08,0,False,,763.0
351,12,0.00406056921929121,181.083,59.262,110.79,8.0,0,False,,763.0
352,12,0.004071287345141172,180.286,59.397,110.02,8.07,0,False,,763.0
353,12,0.004012748133391142,181.966,61.127,111.68,7.94,0,False,,763.0
354,12,0.003978010732680559,182.565,62.561,112.27,7.91,0,False,,763.0
355,12,0.004025811329483986,182.066,60.301,111.77,7.99,0,False,,763.0
356,12,0.0038117696531116962,190.168,65.616,119.86,7.79,0,False,,763.0
357,12,0.004014548845589161,181.541,61.412,111.25,8.0,0,False,,763.0
358,12,0.003986499272286892,182.569,62.071,112.27,7.95,0,False,,763.0
359,12,0.0041505759581923485,177.657,57.522,107.38,8.06,0,False,,763.0
360,12,0.003930629231035709,184.613,63.453,114.32,7.86,0,False,,763.0
